file_name,signal_mean,signal_std,signal_skew,signal_kurtosis,zcr_mean,zcr_std,rmse_mean,rmse_std,tempo,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_2_mean,spectral_bandwidth_2_std,spectral_bandwidth_3_mean,spectral_bandwidth_3_std,spectral_bandwidth_4_mean,spectral_bandwidth_4_std,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_12_mean,chroma_stft_1_std,chroma_stft_2_std,chroma_stft_3_std,chroma_stft_4_std,chroma_stft_5_std,chroma_stft_6_std,chroma_stft_7_std,chroma_stft_8_std,chroma_stft_9_std,chroma_stft_10_std,chroma_stft_11_std,chroma_stft_12_std
18828_Video_game_music.wav,0.135,0.174,1.33,0.672,0.133,0.028,0.172,0.025,92.285,2606.172,249.746,2582.235,150.92,3025.457,142.056,3025.457,142.056,19.714,14.189,16.7,19.659,17.595,17.641,32.062,4.558,3.965,3.471,4.16,2.856,2.076,1.746,5434.747,530.481,-27.272,78.97,1.088,40.241,-11.294,11.121,9.752,18.204,8.691,6.968,6.851,6.026,5.414,7.312,0.334,0.349,0.497,0.536,0.434,0.333,0.33,0.371,0.327,0.504,0.735,0.608,0.199,0.212,0.277,0.289,0.239,0.197,0.192,0.206,0.18,0.272,0.257,0.296
1850_Video_game_music.wav,0.088,0.141,1.47,2.203,0.045,0.035,0.109,0.09,135.999,874.351,656.904,1123.734,787.52,1539.075,1054.007,1539.075,1054.007,21.542,20.216,24.423,24.286,25.366,28.784,42.095,4.437,4.403,5.51,5.547,5.626,8.521,16.357,1748.638,1340.711,-318.118,90.031,1.295,23.07,-3.88,7.374,-8.496,190.267,64.613,10.632,20.946,6.557,7.15,9.954,0.157,0.428,0.12,0.044,0.038,0.079,0.263,0.151,0.241,0.115,0.06,0.098,0.173,0.456,0.149,0.093,0.083,0.124,0.421,0.201,0.299,0.185,0.115,0.192
4574_Soundtrack_music.wav,0.096,0.109,1.099,0.892,0.041,0.012,0.118,0.021,112.347,1124.117,269.363,1618.968,233.456,2109.764,207.068,2109.764,207.068,16.011,14.544,17.139,18.638,20.481,24.936,54.494,3.976,3.566,4.28,3.766,3.657,4.882,3.683,2675.861,800.855,-172.655,153.067,-20.508,63.028,-16.742,33.551,-9.04,26.8,15.002,11.284,8.047,10.189,7.608,10.212,0.359,0.389,0.487,0.529,0.462,0.351,0.335,0.333,0.461,0.55,0.57,0.495,0.231,0.263,0.26,0.27,0.277,0.233,0.262,0.203,0.298,0.288,0.293,0.293
486_Dance_music.wav,0.091,0.122,1.666,1.599,0.153,0.043,0.118,0.029,99.384,2511.709,379.036,2141.608,221.996,2616.927,203.103,2616.927,203.103,18.239,14.731,16.466,16.016,16.761,18.803,34.227,4.205,3.723,3.677,2.952,2.561,2.979,2.625,4537.837,712.982,-59.778,80.301,-37.885,44.391,-0.394,9.17,3.154,47.099,15.47,15.778,8.439,6.88,8.43,6.527,0.622,0.468,0.381,0.438,0.665,0.515,0.473,0.477,0.424,0.54,0.368,0.416,0.307,0.221,0.278,0.244,0.254,0.227,0.243,0.227,0.215,0.274,0.188,0.199
18111_Christmas_music.wav,0.096,0.161,2.039,4.546,0.082,0.062,0.128,0.097,143.555,1593.27,1012.624,1688.366,714.391,2288.505,753.255,2288.505,753.255,18.607,14.699,18.352,20.558,21.862,18.729,32.567,9.962,7.207,7.54,7.735,8.603,7.024,7.354,3021.552,1930.254,-244.831,69.969,-25.057,4.119,-5.086,9.154,-5.515,187.229,53.76,34.329,24.845,22.183,15.306,17.381,0.303,0.379,0.375,0.48,0.601,0.406,0.315,0.236,0.307,0.354,0.405,0.446,0.303,0.36,0.335,0.332,0.378,0.318,0.284,0.282,0.304,0.341,0.338,0.327
10188_Lullaby.wav,0.014,0.028,2.568,7.764,0.07,0.081,0.017,0.022,107.666,1587.339,1538.697,1931.677,1339.67,2471.301,1407.878,2471.301,1407.878,19.361,23.027,24.652,28.023,24.51,29.123,30.703,5.549,6.128,5.704,7.925,7.626,10.825,3.931,3803.296,3700.346,-474.909,30.696,6.764,1.102,-6.183,-22.197,7.442,145.732,26.744,14.299,17.809,12.145,25.434,11.417,0.211,0.102,0.139,0.348,0.47,0.221,0.219,0.095,0.062,0.07,0.141,0.274,0.34,0.222,0.265,0.354,0.465,0.241,0.35,0.202,0.179,0.197,0.22,0.329
9862_Theme_music.wav,0.093,0.117,1.03,0.056,0.136,0.032,0.116,0.014,117.454,2757.083,368.262,2616.947,210.312,3053.958,185.339,3053.958,185.339,19.992,14.541,17.464,18.469,21.717,20.645,53.288,4.73,3.564,4.159,3.922,5.099,3.198,5.38,5665.943,766.143,-74.565,62.777,-5.123,44.912,4.603,19.978,13.268,19.136,15.043,11.727,7.949,7.99,6.014,7.586,0.428,0.397,0.427,0.482,0.646,0.467,0.43,0.511,0.572,0.567,0.455,0.423,0.276,0.252,0.234,0.245,0.298,0.242,0.24,0.245,0.269,0.293,0.226,0.235
6713_Wedding_music.wav,0.132,0.165,0.962,-0.054,0.117,0.037,0.163,0.022,123.047,1525.398,221.926,1330.299,99.681,1795.206,196.187,1795.206,196.187,22.308,17.056,25.746,27.165,27.044,23.628,45.023,4.915,4.053,4.039,2.594,2.688,3.796,3.541,2626.827,251.482,-140.215,151.042,-60.459,28.988,-15.807,-25.378,-12.915,14.917,12.157,18.811,11.194,7.199,11.951,10.104,0.488,0.126,0.21,0.202,0.409,0.179,0.166,0.368,0.099,0.099,0.169,0.614,0.388,0.099,0.207,0.14,0.348,0.153,0.101,0.301,0.078,0.172,0.118,0.358
24798_Jingle.wav,0.127,0.182,1.82,2.415,0.102,0.036,0.16,0.088,143.555,1975.772,559.12,1971.757,434.881,2582.544,382.113,2582.544,382.113,23.288,15.747,19.074,19.044,18.183,17.547,32.746,5.69,3.858,3.906,3.532,2.9,2.185,2.834,3677.727,1349.72,-89.363,109.521,-40.806,4.199,-5.492,-2.216,-9.771,75.484,33.628,22.043,19.79,13.34,10.108,14.302,0.25,0.414,0.399,0.308,0.489,0.35,0.346,0.257,0.405,0.425,0.259,0.289,0.188,0.333,0.285,0.225,0.347,0.243,0.332,0.218,0.347,0.306,0.217,0.267
28370_Dance_music.wav,0.089,0.151,3.497,10.356,0.154,0.075,0.126,0.082,92.285,2386.918,1068.355,2120.136,684.447,2623.197,600.798,2623.197,600.798,17.712,13.53,16.939,17.708,19.69,18.97,32.676,4.691,3.865,3.697,3.481,3.473,4.206,3.562,4604.575,2156.791,-108.228,101.067,-32.085,15.268,2.685,6.791,-7.884,70.407,57.268,36.953,15.468,14.458,10.892,10.433,0.473,0.517,0.599,0.417,0.43,0.369,0.526,0.406,0.434,0.399,0.399,0.437,0.27,0.268,0.331,0.221,0.277,0.272,0.365,0.263,0.294,0.288,0.211,0.245
27581_Theme_music.wav,0.169,0.212,0.941,-0.075,0.039,0.008,0.208,0.037,107.666,1047.308,202.806,1556.057,212.947,2223.427,210.151,2223.427,210.151,18.185,15.682,19.543,18.158,18.383,20.64,38.292,4.578,3.698,3.888,3.041,2.651,3.106,5.416,2157.348,580.419,-107.042,157.125,-11.412,36.058,5.263,11.192,-1.581,31.944,16.519,11.094,6.191,5.964,5.929,4.677,0.362,0.628,0.371,0.426,0.272,0.256,0.459,0.325,0.509,0.295,0.234,0.334,0.172,0.323,0.196,0.3,0.184,0.136,0.335,0.167,0.352,0.227,0.152,0.301
23302_Lullaby.wav,0.038,0.051,1.75,1.884,0.041,0.017,0.047,0.021,99.384,677.587,150.228,1054.854,171.899,1624.352,176.788,1624.352,176.788,22.985,19.224,23.23,23.437,25.846,31.582,40.015,4.261,3.348,3.689,3.624,3.657,5.931,5.264,1312.009,627.096,-358.732,192.688,5.424,59.955,9.761,-25.061,8.815,58.587,11.362,16.933,18.16,9.202,13.427,10.79,0.457,0.229,0.295,0.7,0.217,0.197,0.196,0.145,0.226,0.205,0.449,0.493,0.323,0.207,0.141,0.334,0.121,0.255,0.234,0.135,0.282,0.149,0.326,0.276
17172_Video_game_music.wav,0.181,0.228,1.008,0.039,0.109,0.036,0.223,0.048,112.347,2340.622,371.433,2421.768,192.845,2933.639,158.244,2933.639,158.244,20.496,15.215,19.167,23.832,22.186,18.208,32.672,4.231,3.698,3.749,3.158,2.68,2.062,2.653,5012.288,665.525,-11.61,90.909,-10.517,23.082,-10.297,13.31,-2.681,19.736,16.066,9.017,8.83,6.434,6.166,6.252,0.227,0.37,0.606,0.307,0.286,0.316,0.556,0.392,0.317,0.279,0.193,0.37,0.189,0.253,0.34,0.153,0.274,0.243,0.361,0.281,0.247,0.182,0.125,0.284
27249_Soundtrack_music.wav,0.077,0.096,0.827,-0.28,0.08,0.016,0.095,0.012,107.666,1208.22,102.193,1047.85,54.826,1303.789,50.595,1303.789,50.595,14.31,16.213,21.352,21.365,22.149,46.606,32.262,3.675,3.231,3.742,2.657,2.418,2.565,1.99,2290.452,215.086,-196.391,200.982,-85.748,34.675,-11.533,-21.05,11.986,13.281,6.972,7.618,6.85,6.53,5.623,5.348,0.278,0.132,0.228,0.106,0.255,0.346,0.094,0.116,0.167,0.604,0.367,0.157,0.286,0.108,0.353,0.104,0.257,0.31,0.072,0.201,0.106,0.396,0.315,0.133
7114_Christmas_music.wav,0.219,0.296,1.554,1.331,0.081,0.034,0.278,0.101,135.999,2299.106,641.904,2664.805,333.029,3216.208,228.608,3216.208,228.608,18.134,18.091,21.583,19.812,20.125,18.331,34.069,5.193,4.979,4.974,4.429,5.832,5.091,3.923,5384.173,1409.516,-42.335,90.438,19.773,17.809,-0.835,17.066,-3.22,55.975,25.397,13.81,15.78,9.513,9.955,7.282,0.194,0.31,0.363,0.242,0.244,0.174,0.206,0.236,0.336,0.573,0.308,0.29,0.214,0.316,0.326,0.24,0.272,0.197,0.239,0.271,0.264,0.403,0.269,0.329
1666_Background_music.wav,0.105,0.137,1.218,0.565,0.186,0.078,0.132,0.035,123.047,3035.762,724.95,2486.135,377.132,2883.424,393.221,2883.424,393.221,24.002,16.757,21.145,25.952,30.593,28.118,56.648,7.525,4.528,5.284,7.107,7.575,8.29,6.775,5806.53,1131.641,-110.727,47.682,-4.715,35.79,-32.261,-9.203,-16.005,63.121,38.025,29.202,29.443,21.848,25.514,18.306,0.266,0.431,0.271,0.198,0.262,0.277,0.501,0.251,0.329,0.354,0.289,0.32,0.228,0.343,0.232,0.194,0.318,0.222,0.363,0.212,0.314,0.34,0.262,0.33
19143_Christmas_music.wav,0.234,0.297,1.052,0.142,0.111,0.087,0.292,0.059,123.047,2533.014,984.96,2683.228,351.392,3170.442,242.719,3170.442,242.719,18.103,16.256,20.651,20.871,19.92,17.613,33.298,4.546,3.752,4.143,3.798,3.502,2.472,3.196,5760.206,1508.584,-27.579,85.753,29.104,25.517,-2.628,11.278,-23.112,41.463,28.615,17.068,15.809,9.859,9.159,11.859,0.329,0.27,0.443,0.293,0.336,0.338,0.248,0.48,0.303,0.334,0.197,0.242,0.324,0.241,0.377,0.24,0.316,0.313,0.183,0.379,0.217,0.291,0.169,0.256
4621_Theme_music.wav,0.296,0.381,1.009,0.092,0.067,0.036,0.359,0.126,151.999,1791.605,768.619,2221.322,677.982,2832.035,648.468,2832.035,648.468,19.206,16.239,20.529,20.709,21.791,23.342,36.795,4.892,4.005,4.911,4.363,5.719,7.159,6.2,4014.301,2129.753,-50.534,115.836,-2.901,24.624,2.823,11.014,9.896,60.525,33.398,26.597,11.971,13.738,9.804,10.817,0.333,0.535,0.353,0.233,0.294,0.307,0.517,0.495,0.366,0.41,0.351,0.41,0.277,0.332,0.255,0.183,0.278,0.213,0.326,0.307,0.228,0.345,0.273,0.335
10461_Jingle.wav,0.072,0.101,1.838,2.325,0.164,0.14,0.092,0.041,117.454,2784.377,1457.943,2573.485,507.521,3121.324,370.494,3121.324,370.494,19.751,15.934,19.319,20.272,19.289,18.619,33.243,6.367,3.98,4.427,3.983,3.383,3.799,3.121,5479.253,2196.841,-137.045,81.485,-1.594,1.854,-4.107,4.939,-3.155,41.906,39.624,24.309,16.484,14.992,11.337,10.013,0.291,0.339,0.424,0.309,0.448,0.465,0.269,0.28,0.289,0.371,0.369,0.284,0.277,0.304,0.368,0.282,0.325,0.344,0.225,0.302,0.279,0.282,0.33,0.286
23196_Wedding_music.wav,0.081,0.113,2.241,3.452,0.109,0.036,0.102,0.05,135.999,2319.626,343.071,2451.091,272.127,2965.985,252.639,2965.985,252.639,21.493,16.428,20.07,20.187,21.216,18.954,34.102,5.08,4.034,4.863,3.854,3.224,2.554,2.394,5019.797,848.303,-120.272,81.44,-4.256,40.657,4.827,6.634,-7.74,55.155,14.652,21.312,10.844,10.802,8.174,5.673,0.367,0.294,0.565,0.295,0.244,0.385,0.265,0.333,0.32,0.57,0.447,0.284,0.318,0.175,0.352,0.206,0.186,0.327,0.2,0.342,0.231,0.323,0.325,0.218
6411_Soundtrack_music.wav,0.031,0.054,1.55,2.726,0.053,0.053,0.04,0.036,89.103,1132.614,978.002,1590.258,1088.841,2093.674,1335.1,2093.674,1335.1,15.461,15.194,17.519,17.136,18.215,21.901,33.653,9.13,6.552,7.92,6.51,7.21,10.421,15.581,2465.494,2430.066,-408.715,54.405,10.094,9.997,-4.709,8.011,1.886,202.801,46.136,27.986,17.586,9.202,16.534,15.347,0.406,0.319,0.263,0.183,0.24,0.192,0.234,0.294,0.244,0.225,0.258,0.341,0.425,0.33,0.311,0.25,0.337,0.267,0.298,0.351,0.291,0.302,0.298,0.308
14625_Lullaby.wav,0.041,0.054,1.177,0.461,0.05,0.016,0.05,0.018,135.999,838.683,118.349,1147.565,181.605,1885.024,211.528,1885.024,211.528,19.032,18.371,20.04,20.622,21.935,17.326,32.955,4.604,4.055,4.081,3.454,3.021,2.465,1.514,1304.425,264.004,-315.61,187.212,-3.578,-11.193,-13.73,9.899,-10.673,29.362,17.767,17.804,16.266,13.211,8.992,12.522,0.111,0.273,0.407,0.216,0.263,0.223,0.36,0.293,0.232,0.315,0.268,0.243,0.13,0.297,0.396,0.223,0.321,0.252,0.337,0.312,0.225,0.373,0.299,0.329
3063_Christmas_music.wav,0.077,0.108,1.785,2.269,0.052,0.031,0.095,0.051,117.454,1008.907,593.142,1228.575,515.028,1771.752,533.682,1771.752,533.682,19.561,19.456,21.648,20.912,19.877,23.97,46.442,5.4,4.422,4.897,4.734,4.168,6.593,8.686,1947.858,1427.268,-264.404,151.849,2.959,31.438,-9.898,-2.566,-3.019,115.009,43.129,39.343,22.325,25.823,10.949,10.765,0.157,0.073,0.195,0.764,0.355,0.145,0.149,0.251,0.389,0.2,0.225,0.145,0.211,0.129,0.133,0.328,0.204,0.28,0.207,0.267,0.381,0.216,0.287,0.176
2688_Video_game_music.wav,0.064,0.083,1.411,0.882,0.156,0.047,0.081,0.017,103.359,2799.265,546.702,2641.709,105.785,3104.907,92.027,3104.907,92.027,23.914,16.977,20.227,20.458,21.832,20.549,35.672,4.127,4.708,4.73,4.199,4.373,2.993,2.561,5886.099,599.454,-112.083,65.19,-4.073,24.945,-3.312,13.563,-4.825,35.184,20.668,5.58,5.361,9.53,5.481,7.374,0.259,0.233,0.374,0.238,0.485,0.191,0.24,0.315,0.197,0.291,0.19,0.506,0.223,0.199,0.296,0.132,0.398,0.123,0.183,0.279,0.118,0.298,0.098,0.378
2264_Wedding_music.wav,0.224,0.265,0.699,-0.452,0.043,0.012,0.273,0.041,151.999,920.846,128.886,1113.816,93.819,1450.07,73.897,1450.07,73.897,20.863,14.042,16.708,18.835,16.169,41.674,23.48,3.757,3.447,3.594,2.676,2.078,3.571,1.948,1982.353,407.562,-102.572,203.684,-47.977,56.737,-15.624,-10.585,15.508,19.585,7.086,10.623,8.357,6.189,4.953,4.322,0.163,0.274,0.395,0.352,0.546,0.402,0.546,0.47,0.266,0.153,0.144,0.221,0.166,0.225,0.343,0.2,0.366,0.212,0.357,0.343,0.221,0.127,0.116,0.208
11221_Video_game_music.wav,0.177,0.235,1.569,1.303,0.106,0.04,0.226,0.066,99.384,2614.779,500.797,2809.809,225.799,3279.656,153.298,3279.656,153.298,20.516,14.309,18.812,18.446,19.489,16.54,32.324,5.138,3.613,4.768,3.401,3.567,2.944,2.255,6106.205,885.478,-28.696,79.506,13.486,21.516,5.615,16.249,-11.468,48.886,15.244,13.786,10.486,8.817,11.016,9.983,0.254,0.321,0.322,0.318,0.615,0.418,0.488,0.322,0.357,0.42,0.277,0.289,0.198,0.28,0.288,0.171,0.354,0.255,0.353,0.252,0.286,0.332,0.223,0.244
9426_Jingle.wav,0.113,0.157,1.763,2.117,0.072,0.046,0.14,0.069,129.199,1918.603,843.075,2291.641,507.924,2934.732,376.16,2934.732,376.16,19.053,18.412,20.868,20.866,19.397,18.762,31.736,4.98,4.794,4.979,3.38,3.292,3.45,2.721,4011.431,1937.898,-137.096,108.253,2.361,14.026,4.512,14.303,5.497,73.265,33.541,22.772,15.109,15.448,14.437,10.313,0.368,0.317,0.408,0.29,0.357,0.489,0.28,0.243,0.254,0.332,0.371,0.29,0.327,0.27,0.369,0.281,0.294,0.376,0.236,0.239,0.267,0.308,0.374,0.26
