file_name,signal_mean,signal_std,signal_skew,signal_kurtosis,zcr_mean,zcr_std,rmse_mean,rmse_std,tempo,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_2_mean,spectral_bandwidth_2_std,spectral_bandwidth_3_mean,spectral_bandwidth_3_std,spectral_bandwidth_4_mean,spectral_bandwidth_4_std,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,mfccs_8_std,mfccs_9_std,mfccs_10_std,mfccs_11_std,mfccs_12_std,mfccs_13_std,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_12_mean,chroma_stft_1_std,chroma_stft_2_std,chroma_stft_3_std,chroma_stft_4_std,chroma_stft_5_std,chroma_stft_6_std,chroma_stft_7_std,chroma_stft_8_std,chroma_stft_9_std,chroma_stft_10_std,chroma_stft_11_std,chroma_stft_12_std,label
1752_Jingle.wav,0.016,0.021,1.31,0.725,0.064,0.011,0.02,0.007,117.454,794.175,80.728,1120.401,158.172,1864.69,232.083,1864.69,232.083,20.468,20.943,22.373,27.828,24.864,20.757,29.526,4.041,3.689,3.734,3.575,4.286,6.787,1.742,1232.465,256.18,-419.882,188.671,-9.938,-6.118,-5.466,-12.942,-6.801,0.975,-0.798,0.945,-13.582,-9.666,-6.987,42.19,16.154,16.646,18.667,13.022,9.908,6.414,11.102,16.491,5.832,7.136,9.879,6.956,0.064,0.081,0.222,0.215,0.606,0.165,0.175,0.173,0.162,0.652,0.168,0.221,0.089,0.086,0.278,0.138,0.335,0.097,0.16,0.283,0.062,0.418,0.07,0.339,2
24015_Wedding_music.wav,0.092,0.118,1.346,0.702,0.062,0.015,0.113,0.034,107.666,1118.213,118.541,1275.58,190.032,1772.682,323.751,1772.682,323.751,17.16,20.002,21.922,23.217,24.227,32.105,46.883,4.233,3.328,3.856,3.233,2.905,4.48,5.784,2150.61,277.186,-179.351,178.142,-50.396,41.535,-7.115,1.157,0.975,-6.198,-1.411,-2.835,-17.546,-7.593,-3.893,31.757,16.396,20.678,10.816,10.281,8.009,6.018,5.581,6.457,7.863,6.332,6.462,7.224,0.301,0.572,0.251,0.142,0.366,0.111,0.087,0.069,0.29,0.519,0.287,0.558,0.128,0.406,0.218,0.09,0.308,0.086,0.127,0.082,0.223,0.322,0.122,0.339,8
8848_Wedding_music.wav,0.156,0.201,1.197,0.433,0.084,0.047,0.195,0.051,103.359,2327.371,574.259,2672.344,262.224,3216.2,207.571,3216.2,207.571,23.712,20.361,23.003,21.929,22.241,23.958,33.813,5.253,4.578,5.211,4.499,4.983,7.718,3.345,5448.522,1240.05,-88.419,84.178,19.796,32.915,3.822,-3.347,-6.574,4.96,-12.001,2.072,-16.227,5.662,-6.775,26.682,23.419,16.056,22.04,20.729,12.65,11.323,12.339,12.279,10.256,9.957,8.232,8.875,0.175,0.361,0.214,0.189,0.214,0.269,0.506,0.246,0.221,0.461,0.23,0.195,0.159,0.343,0.219,0.241,0.269,0.238,0.391,0.248,0.198,0.392,0.188,0.264,8
4826_Dance_music.wav,0.316,0.392,0.779,-0.323,0.023,0.024,0.376,0.113,123.047,1203.629,861.237,1916.967,844.158,2644.533,763.701,2644.533,763.701,21.571,17.722,19.339,15.561,16.524,15.724,31.935,5.036,4.558,4.877,4.317,3.304,2.752,5.774,2638.538,2477.218,-141.875,132.675,35.229,27.162,17.909,20.355,6.216,10.139,2.781,10.043,5.635,8.173,1.748,89.056,48.605,27.834,12.279,15.298,13.202,12.519,8.582,7.513,6.75,7.464,7.294,5.881,0.515,0.553,0.6,0.635,0.617,0.598,0.613,0.722,0.757,0.712,0.636,0.537,0.275,0.267,0.238,0.253,0.284,0.33,0.29,0.242,0.209,0.262,0.242,0.219,7
7889_Wedding_music.wav,0.075,0.1,1.993,2.363,0.102,0.044,0.094,0.034,123.047,1821.332,531.36,2005.185,369.989,2695.03,294.948,2695.03,294.948,17.415,18.016,24.128,26.049,26.088,25.478,39.357,6.331,5.527,4.871,3.966,4.389,4.639,5.924,3353.113,1384.828,-183.317,100.021,-32.21,-0.598,-8.621,-10.103,-5.385,-4.708,-15.735,-1.832,-12.021,-0.469,1.458,35.711,22.066,16.999,13.095,10.52,11.903,11.472,10.641,10.521,11.693,14.193,17.754,12.826,0.207,0.249,0.146,0.207,0.358,0.132,0.105,0.084,0.148,0.108,0.215,0.568,0.163,0.359,0.256,0.257,0.428,0.187,0.149,0.125,0.246,0.134,0.211,0.418,8
6480_Christmas_music.wav,0.68,0.76,-0.573,-1.511,0.08,0.022,0.754,0.099,161.499,2042.252,354.612,2158.428,193.415,2768.621,194.082,2768.621,194.082,17.235,13.373,19.699,18.457,18.421,17.509,32.372,4.902,3.945,4.107,3.2,3.265,2.208,1.97,3981.703,736.986,92.149,104.38,-29.764,14.157,-3.668,2.056,-6.484,4.262,-0.873,11.983,-3.815,3.952,-2.999,35.763,19.543,15.585,8.746,9.612,6.92,6.34,5.291,5.402,5.244,6.928,6.687,5.365,0.382,0.336,0.277,0.21,0.402,0.418,0.295,0.342,0.271,0.419,0.128,0.141,0.348,0.299,0.333,0.194,0.33,0.363,0.247,0.284,0.208,0.371,0.105,0.126,6
3591_Christmas_music.wav,0.087,0.122,1.668,2.012,0.175,0.119,0.108,0.057,95.703,2913.212,943.189,2691.193,363.049,3182.765,286.43,3182.765,286.43,21.751,15.767,19.338,20.028,19.831,18.861,33.202,5.97,4.312,3.875,4.707,5.722,3.821,3.922,5928.22,1544.589,-109.784,67.81,-2.794,19.822,-6.068,3.463,-9.198,-2.763,-7.85,-3.568,-1.21,-4.613,-10.181,91.192,35.616,21.821,14.914,12.357,12.242,15.176,10.488,9.395,9.114,9.379,8.728,10.019,0.347,0.319,0.497,0.312,0.225,0.24,0.398,0.564,0.337,0.303,0.246,0.37,0.31,0.236,0.368,0.246,0.226,0.225,0.288,0.369,0.251,0.277,0.235,0.343,6
17776_Video_game_music.wav,0.068,0.095,1.577,1.764,0.067,0.031,0.087,0.042,112.347,1713.294,539.202,2082.862,462.758,2726.283,402.421,2726.283,402.421,16.672,15.863,20.316,21.725,21.648,18.729,34.859,4.179,4.815,5.045,5.107,4.838,4.164,3.478,3592.912,1484.644,-197.737,113.825,-7.148,17.103,-0.529,5.317,-8.17,0.072,-6.506,2.399,-3.037,3.382,-4.128,77.456,27.468,16.372,16.051,12.476,14.008,11.928,11.173,10.766,11.727,12.297,10.672,8.683,0.301,0.229,0.21,0.366,0.226,0.29,0.319,0.385,0.614,0.397,0.35,0.246,0.302,0.24,0.215,0.334,0.2,0.295,0.284,0.283,0.374,0.291,0.34,0.222,5
6394_Video_game_music.wav,0.168,0.209,0.776,-0.326,0.053,0.014,0.207,0.027,99.384,2122.577,362.463,2509.599,295.252,3076.172,244.799,3076.172,244.799,17.611,19.79,19.168,18.081,17.05,18.038,31.741,5.154,4.469,4.069,3.34,2.436,5.144,2.624,4893.905,1041.389,-67.677,90.983,-3.583,22.637,3.464,12.685,-1.897,8.395,-4.919,6.756,-1.931,4.064,-0.098,22.555,19.116,13.319,6.526,4.87,4.818,5.507,5.501,6.787,6.026,5.8,5.892,8.605,0.115,0.194,0.243,0.134,0.173,0.243,0.634,0.576,0.289,0.156,0.132,0.165,0.139,0.21,0.28,0.146,0.248,0.192,0.342,0.353,0.228,0.212,0.159,0.292,5
20400_Wedding_music.wav,0.176,0.228,1.268,0.586,0.055,0.016,0.211,0.084,117.454,1332.37,340.451,1781.477,318.862,2504.902,260.841,2504.902,260.841,18.823,18.791,24.801,24.309,24.167,23.889,33.259,5.079,3.754,4.541,3.827,5.321,5.838,2.324,2379.295,1116.126,-136.949,131.566,1.596,12.621,-12.9,3.508,-11.636,-8.606,-23.694,-9.095,-15.078,-7.844,-14.854,23.562,17.041,9.805,7.895,7.236,5.52,6.642,6.371,5.762,7.137,6.772,8.169,11.087,0.173,0.175,0.332,0.071,0.049,0.04,0.183,0.495,0.153,0.187,0.151,0.336,0.201,0.215,0.423,0.078,0.087,0.052,0.143,0.413,0.106,0.327,0.183,0.397,8
22213_Jingle.wav,0.09,0.118,1.412,0.922,0.101,0.079,0.114,0.031,117.454,2288.586,1044.308,2498.681,528.442,3089.203,397.669,3089.203,397.669,19.447,15.052,19.777,18.927,18.999,19.441,32.268,4.836,3.508,4.522,3.594,3.034,4.485,3.705,4864.316,2011.463,-117.803,98.479,5.677,19.16,4.936,4.732,1.389,3.237,-3.921,0.843,-7.041,5.357,-3.839,42.218,33.71,21.883,14.8,10.533,12.316,10.159,7.223,8.356,7.808,6.917,8.508,8.318,0.214,0.325,0.307,0.497,0.486,0.35,0.444,0.251,0.168,0.176,0.291,0.308,0.205,0.313,0.255,0.354,0.351,0.267,0.356,0.216,0.211,0.206,0.286,0.291,2
12692_Lullaby.wav,0.008,0.014,2.85,7.859,0.048,0.021,0.01,0.009,103.359,1039.343,180.338,2177.384,349.675,3131.341,335.81,3131.341,335.81,24.246,18.635,24.39,25.098,23.684,18.772,28.898,5.961,4.601,4.928,6.483,5.056,3.818,1.905,1731.931,802.271,-492.722,108.855,41.754,26.068,12.911,1.144,-0.29,-7.792,19.103,-19.591,-24.663,-10.437,-12.926,61.471,25.678,13.671,8.268,7.648,7.475,7.853,7.808,5.476,5.337,6.769,7.729,8.03,0.319,0.163,0.217,0.299,0.223,0.252,0.131,0.112,0.123,0.344,0.314,0.205,0.362,0.193,0.292,0.389,0.238,0.376,0.167,0.228,0.142,0.354,0.378,0.206,4
26525_Christmas_music.wav,0.157,0.205,1.264,0.621,0.126,0.033,0.194,0.065,112.347,2242.526,607.613,2234.655,424.455,2848.717,347.072,2848.717,347.072,18.697,15.682,19.606,24.221,20.887,19.001,32.29,4.73,3.627,4.507,4.136,3.689,2.734,2.63,4380.362,1730.663,-86.002,91.599,-33.876,-9.861,-17.317,-22.065,-16.888,-0.807,-28.712,-6.831,-4.264,-6.859,-11.431,45.491,29.373,14.428,17.156,14.104,14.565,9.591,12.951,12.501,9.525,9.998,9.982,9.325,0.18,0.19,0.325,0.224,0.28,0.114,0.231,0.208,0.183,0.431,0.234,0.263,0.216,0.224,0.354,0.219,0.314,0.126,0.331,0.286,0.21,0.406,0.251,0.335,6
20556_Jingle.wav,0.103,0.137,1.485,1.155,0.111,0.041,0.132,0.037,161.499,2311.504,373.687,2526.433,259.08,3052.327,212.131,3052.327,212.131,20.008,13.882,20.847,22.145,25.384,22.703,33.281,4.488,4.061,5.595,5.167,4.982,5.493,2.271,5046.627,862.655,-122.39,76.264,3.124,34.578,5.64,18.744,3.381,2.678,-6.11,6.318,3.112,12.334,6.694,48.956,20.466,14.484,11.192,10.138,8.654,10.412,9.137,11.789,16.343,14.424,13.039,11.157,0.176,0.315,0.595,0.285,0.387,0.237,0.344,0.379,0.255,0.371,0.235,0.287,0.17,0.247,0.398,0.199,0.327,0.215,0.317,0.338,0.235,0.318,0.207,0.292,2
13032_Jingle.wav,0.098,0.128,1.57,1.263,0.057,0.041,0.119,0.047,151.999,2220.13,1009.756,2697.094,621.409,3253.9,440.988,3253.9,440.988,22.774,14.783,18.961,18.199,17.14,16.197,31.338,4.719,4.038,4.288,3.033,3.019,2.562,1.946,5209.866,2404.668,-165.11,86.252,20.4,24.065,15.299,27.231,17.841,17.458,-3.393,2.043,-1.083,9.198,7.466,75.613,30.547,22.479,10.764,9.246,9.26,9.267,5.025,5.886,4.777,4.303,4.748,7.46,0.424,0.457,0.488,0.35,0.401,0.433,0.474,0.574,0.644,0.791,0.631,0.551,0.21,0.248,0.29,0.202,0.257,0.266,0.251,0.261,0.241,0.265,0.217,0.241,2
3519_Video_game_music.wav,0.098,0.123,0.985,-0.013,0.056,0.014,0.121,0.023,117.454,1085.718,177.901,1370.62,117.794,1936.653,116.68,1936.653,116.68,16.798,15.802,18.751,20.128,18.451,21.346,39.23,4.857,4.197,4.776,4.634,3.515,2.985,4.366,2138.526,392.021,-166.239,168.006,-29.032,39.51,-5.461,10.238,-1.632,9.639,-1.251,5.23,-0.625,2.487,-1.273,31.177,12.388,15.111,14.483,7.952,6.671,10.202,10.088,9.29,9.064,7.972,8.259,7.828,0.164,0.227,0.394,0.254,0.332,0.245,0.255,0.329,0.305,0.365,0.239,0.258,0.139,0.242,0.375,0.198,0.35,0.217,0.26,0.334,0.26,0.351,0.216,0.292,5
14033_Jingle.wav,0.147,0.197,1.297,0.867,0.137,0.071,0.182,0.074,129.199,2305.94,623.837,1886.282,200.548,2148.844,167.542,2148.844,167.542,19.007,16.852,20.529,18.415,19.009,18.541,57.985,5.144,5.082,5.314,4.225,3.525,2.845,5.356,4436.163,816.356,-109.424,94.119,-43.036,78.568,-38.85,20.606,-15.727,6.778,-15.852,-9.387,-2.81,-15.147,-1.361,51.856,25.743,26.28,21.547,22.099,14.67,12.485,10.699,10.893,10.631,9.197,9.476,10.107,0.261,0.272,0.362,0.363,0.347,0.403,0.246,0.215,0.243,0.325,0.459,0.338,0.262,0.289,0.339,0.337,0.305,0.357,0.234,0.241,0.269,0.303,0.386,0.283,2
2096_Jingle.wav,0.149,0.195,1.178,0.464,0.065,0.016,0.186,0.058,103.359,955.159,122.717,936.037,101.745,1341.315,115.724,1341.315,115.724,21.31,17.97,20.321,26.259,23.431,22.292,38.02,5.527,4.985,4.818,4.174,2.971,2.801,4.163,1506.603,286.994,-191.826,186.138,-45.956,16.464,-31.743,-14.623,-6.036,-11.568,10.496,-15.873,-15.097,-18.93,-14.345,34.565,19.056,11.43,9.503,11.214,8.551,6.707,8.414,8.216,8.216,7.781,7.252,7.999,0.218,0.128,0.409,0.208,0.098,0.069,0.145,0.338,0.156,0.213,0.196,0.533,0.25,0.106,0.402,0.219,0.192,0.12,0.157,0.382,0.167,0.33,0.158,0.407,2
6839_Dance_music.wav,0.225,0.29,0.725,-0.221,0.096,0.08,0.271,0.104,135.999,2675.548,1019.33,2729.14,376.452,3194.058,242.251,3194.058,242.251,20.126,13.047,14.762,15.418,15.295,15.962,55.921,4.736,4.261,4.196,2.91,2.301,2.656,6.258,5822.419,1812.352,-78.364,51.957,9.797,43.978,13.486,23.653,0.337,13.542,1.729,12.681,1.97,10.861,-1.624,81.526,26.63,19.091,15.268,15.988,13.097,10.78,8.168,7.376,7.486,8.137,6.601,8.582,0.675,0.538,0.48,0.45,0.438,0.427,0.447,0.523,0.536,0.544,0.576,0.598,0.309,0.239,0.257,0.287,0.272,0.288,0.26,0.248,0.288,0.322,0.263,0.247,7
8602_Wedding_music.wav,0.213,0.268,0.936,-0.059,0.078,0.028,0.264,0.049,143.555,1563.276,374.009,1607.958,270.443,2200.623,266.681,2200.623,266.681,22.646,18.641,22.91,19.247,22.42,21.739,39.951,4.97,4.388,5.113,3.845,3.569,3.738,3.745,2827.588,802.356,-73.788,127.495,-53.518,8.14,-18.942,-2.043,-21.218,-13.455,-16.691,-12.965,-15.223,-8.837,-16.665,42.338,28.393,17.754,9.396,14.085,7.454,7.601,6.605,8.091,9.127,8.44,9.388,8.078,0.208,0.123,0.255,0.258,0.576,0.304,0.191,0.347,0.271,0.12,0.092,0.266,0.243,0.161,0.33,0.198,0.418,0.271,0.187,0.369,0.286,0.188,0.125,0.285,8
6828_Video_game_music.wav,0.135,0.17,1.116,0.132,0.071,0.017,0.166,0.036,112.347,2210.229,343.894,2402.627,105.416,2830.692,61.419,2830.692,61.419,16.164,14.409,15.816,18.563,19.385,15.437,41.98,3.922,4.428,3.483,3.386,4.037,1.636,5.77,4970.192,460.079,-78.473,87.475,-3.868,47.13,-7.07,28.853,0.625,17.573,4.58,12.548,-0.958,12.305,0.237,29.888,13.059,7.938,6.864,6.097,6.286,6.15,4.686,4.753,4.465,4.755,5.034,5.256,0.586,0.384,0.374,0.521,0.551,0.535,0.424,0.413,0.376,0.504,0.595,0.518,0.309,0.193,0.224,0.361,0.274,0.279,0.236,0.239,0.174,0.246,0.316,0.257,5
21568_Jingle.wav,0.151,0.202,1.287,0.781,0.144,0.105,0.188,0.072,129.199,2796.515,1133.29,2638.372,558.331,3145.75,431.994,3145.75,431.994,18.196,14.735,18.954,18.544,19.149,18.217,30.899,5.065,3.993,5.307,4.422,3.943,3.438,2.938,5771.472,2054.584,-63.783,73.483,7.782,22.939,5.779,10.121,-0.328,6.703,-1.228,4.36,-2.026,2.803,-7.329,59.598,43.396,29.448,17.838,24.425,14.772,12.451,10.926,11.481,9.839,8.23,7.168,6.983,0.322,0.428,0.411,0.33,0.423,0.402,0.439,0.306,0.381,0.536,0.338,0.317,0.291,0.297,0.3,0.257,0.321,0.312,0.332,0.266,0.276,0.314,0.275,0.318,2
19282_Video_game_music.wav,0.099,0.124,0.993,-0.005,0.092,0.016,0.123,0.013,112.347,1960.609,273.73,2215.975,268.702,2800.973,269.938,2800.973,269.938,23.015,15.294,17.629,19.922,20.797,21.42,32.693,5.039,3.545,3.849,3.136,2.908,3.104,3.233,4084.023,735.891,-84.705,107.686,-18.494,30.347,-0.02,8.259,8.092,7.515,1.859,11.863,-2.056,5.777,-3.481,17.384,13.366,12.323,7.726,7.772,5.771,6.18,5.468,5.334,4.663,4.424,5.352,4.81,0.333,0.435,0.606,0.338,0.389,0.433,0.455,0.573,0.408,0.582,0.41,0.339,0.252,0.249,0.276,0.173,0.239,0.227,0.235,0.339,0.195,0.304,0.233,0.222,5
1265_Dance_music.wav,0.164,0.199,0.643,-0.546,0.105,0.03,0.197,0.022,129.199,2844.955,332.469,2799.42,165.177,3213.426,126.308,3213.426,126.308,19.84,13.711,15.719,16.172,17.249,17.349,37.364,4.136,3.533,3.436,2.691,2.247,1.898,3.282,6302.753,722.554,-24.989,72.198,-1.738,15.651,-5.707,21.353,2.115,8.01,0.485,7.69,-4.214,17.452,-4.028,27.247,11.817,8.064,8.206,7.785,6.957,6.569,6.213,4.548,6.24,5.634,5.263,5.436,0.589,0.638,0.607,0.525,0.442,0.559,0.6,0.439,0.459,0.432,0.463,0.49,0.287,0.25,0.275,0.24,0.218,0.258,0.304,0.205,0.253,0.251,0.248,0.277,7
5850_Lullaby.wav,0.024,0.03,1.682,2.935,0.112,0.07,0.029,0.014,117.454,2597.76,826.099,2299.929,334.651,2824.978,308.66,2824.978,308.66,31.23,22.736,27.324,27.065,30.407,32.247,39.399,4.096,5.249,7.115,5.71,9.709,12.247,9.341,4614.67,1267.647,-355.61,51.006,-18.384,19.771,-13.775,-4.883,1.442,-15.089,-14.075,9.504,-23.143,-2.034,-5.029,57.492,32.234,23.901,18.96,16.801,16.923,12.286,14.047,12.231,13.716,11.959,8.3,16.057,0.268,0.141,0.072,0.121,0.332,0.393,0.202,0.159,0.164,0.392,0.229,0.174,0.336,0.216,0.131,0.2,0.369,0.393,0.242,0.249,0.214,0.413,0.231,0.226,4
4107_Dance_music.wav,0.278,0.342,0.686,-0.476,0.074,0.054,0.333,0.079,129.199,2163.917,947.196,2435.774,513.833,2917.324,436.107,2917.324,436.107,21.323,13.024,16.49,16.492,18.005,19.641,32.4,5.173,3.763,4.044,3.414,3.471,4.748,3.068,4896.392,1800.667,-57.106,80.087,1.239,46.204,9.143,30.958,13.679,13.409,5.925,13.074,3.581,11.445,0.805,59.88,29.346,18.626,14.043,11.23,7.196,8.067,7.206,8.343,5.541,7.451,5.83,5.009,0.525,0.528,0.697,0.622,0.627,0.667,0.658,0.704,0.615,0.657,0.521,0.494,0.242,0.204,0.235,0.244,0.231,0.264,0.222,0.237,0.228,0.242,0.219,0.198,7
876_Jingle.wav,0.07,0.095,1.578,1.462,0.095,0.023,0.088,0.035,135.999,1758.327,303.21,1737.534,282.227,2191.506,286.724,2191.506,286.724,29.605,14.922,17.376,16.618,16.743,20.887,55.794,6.343,4.098,3.834,3.239,2.415,2.741,4.046,3418.657,781.366,-148.834,118.661,-55.221,28.423,-36.293,-19.349,-39.678,-4.389,-42.26,-10.174,-17.935,-8.014,-13.979,54.075,19.512,20.167,13.208,16.217,6.907,8.586,7.896,9.022,7.116,6.644,7.224,8.428,0.476,0.383,0.56,0.434,0.271,0.278,0.39,0.494,0.341,0.35,0.325,0.49,0.266,0.275,0.33,0.254,0.26,0.248,0.255,0.312,0.236,0.3,0.268,0.326,2
20035_Lullaby.wav,0.158,0.203,1.069,0.222,0.048,0.022,0.194,0.058,123.047,1074.856,523.877,1541.72,489.248,2201.725,494.54,2201.725,494.54,20.375,16.575,19.997,25.1,25.655,34.178,43.358,4.637,4.69,5.86,6.578,7.184,7.581,7.352,2105.593,1283.516,-176.142,160.791,3.066,37.003,4.932,0.978,16.681,6.096,2.221,2.084,-4.159,18.331,-5.852,61.566,38.903,23.673,18.285,22.451,14.276,17.057,15.522,15.248,14.957,11.936,14.332,13.166,0.336,0.286,0.487,0.275,0.285,0.295,0.323,0.443,0.36,0.366,0.257,0.254,0.34,0.208,0.398,0.209,0.27,0.262,0.264,0.377,0.3,0.314,0.219,0.226,4
26708_Lullaby.wav,0.015,0.023,2.567,5.288,0.035,0.005,0.019,0.013,103.359,597.372,95.938,1218.02,216.2,2091.25,261.843,2091.25,261.843,23.788,15.828,26.385,24.409,22.666,18.102,30.441,5.138,3.42,3.997,3.891,5.231,3.805,2.648,698.71,202.021,-470.256,166.773,42.471,16.791,-4.469,-7.416,-12.822,-16.081,-17.691,-22.702,-25.037,-16.086,-13.532,49.955,17.755,17.571,11.151,8.067,6.272,6.523,6.666,6.027,7.328,8.814,10.009,8.935,0.283,0.09,0.141,0.143,0.329,0.128,0.271,0.291,0.224,0.432,0.276,0.526,0.249,0.073,0.149,0.117,0.305,0.123,0.341,0.316,0.173,0.392,0.129,0.409,4
16617_Video_game_music.wav,0.037,0.049,1.3,0.832,0.035,0.045,0.045,0.019,123.047,985.805,644.752,1751.895,591.087,2561.715,524.673,2561.715,524.673,18.743,14.096,16.421,17.716,17.047,16.324,30.369,4.464,3.785,3.183,2.663,2.29,2.247,2.039,1812.966,1833.235,-323.71,143.394,36.654,32.08,5.953,3.367,-1.06,6.768,0.843,9.008,9.147,6.4,-2.877,43.645,38.565,15.215,13.083,9.465,8.521,6.502,7.123,10.201,9.749,9.391,8.82,8.09,0.413,0.516,0.73,0.666,0.398,0.193,0.193,0.235,0.399,0.442,0.365,0.336,0.302,0.28,0.328,0.232,0.237,0.12,0.124,0.185,0.308,0.327,0.276,0.273,5
25334_Jingle.wav,0.165,0.216,1.346,0.773,0.108,0.035,0.205,0.067,117.454,2599.493,579.774,2771.677,351.746,3314.52,282.266,3314.52,282.266,20.746,18.819,23.706,24.282,24.286,23.897,33.713,5.02,5.045,4.58,3.879,4.005,5.628,5.745,5592.701,1349.181,-67.561,75.264,11.775,30.458,4.209,0.795,7.116,-4.084,3.73,0.117,-5.467,2.686,-5.597,38.394,18.451,16.669,12.982,9.815,12.245,11.124,13.432,11.529,8.161,7.647,7.293,6.562,0.092,0.099,0.237,0.523,0.248,0.283,0.197,0.323,0.258,0.218,0.587,0.158,0.124,0.113,0.172,0.343,0.225,0.314,0.224,0.357,0.305,0.146,0.368,0.103,2
5364_Jingle.wav,0.068,0.106,2.337,4.751,0.134,0.071,0.085,0.064,107.666,2731.757,850.737,2586.478,301.398,3071.252,219.413,3071.252,219.413,21.686,17.074,20.426,22.39,23.397,22.441,37.624,5.786,4.411,4.068,4.77,4.704,5.693,4.894,5841.988,1563.626,-169.162,64.91,-10.837,10.799,-3.532,0.883,-11.163,4.893,-13.102,11.699,-9.385,2.982,-8.105,80.196,36.406,21.323,20.302,15.152,13.749,17.762,12.12,14.073,14.469,17.546,12.584,10.357,0.341,0.283,0.336,0.282,0.34,0.264,0.244,0.363,0.322,0.369,0.229,0.306,0.352,0.263,0.335,0.289,0.325,0.307,0.249,0.31,0.285,0.347,0.226,0.314,2
15150_Dance_music.wav,0.163,0.233,1.514,1.678,0.153,0.057,0.213,0.095,103.359,2876.344,643.642,2527.154,417.086,2995.212,372.266,2995.212,372.266,20.725,15.888,17.725,17.693,17.338,17.803,31.129,5.219,4.322,5.216,4.573,3.935,3.326,3.315,5602.064,1410.73,-43.815,59.667,-19.949,37.537,5.748,4.025,0.282,4.428,-0.467,1.471,-9.393,-0.777,-6.22,84.033,24.408,22.757,22.15,13.468,15.291,9.369,9.97,10.559,8.462,8.336,8.975,9.32,0.299,0.38,0.428,0.379,0.435,0.343,0.439,0.427,0.45,0.467,0.369,0.362,0.228,0.292,0.325,0.265,0.349,0.245,0.317,0.308,0.331,0.345,0.287,0.287,7
3852_Christmas_music.wav,0.309,0.386,0.801,-0.282,0.074,0.024,0.379,0.074,112.347,1364.167,270.568,1777.684,237.073,2289.489,217.969,2289.489,217.969,25.562,19.099,26.198,21.962,22.507,26.049,53.535,4.856,3.623,4.489,3.253,3.418,3.053,6.851,3127.412,1005.204,-78.885,141.902,-17.732,49.944,-21.964,25.522,-23.645,-0.531,-25.244,-20.571,-12.927,-23.418,-6.836,46.602,13.43,16.107,12.713,10.065,11.652,9.593,10.676,9.715,11.312,9.955,12.711,9.376,0.423,0.271,0.235,0.167,0.281,0.554,0.252,0.303,0.17,0.392,0.323,0.221,0.378,0.222,0.286,0.177,0.21,0.372,0.123,0.355,0.089,0.332,0.303,0.218,6
5703_Dance_music.wav,0.141,0.187,1.58,1.317,0.074,0.029,0.176,0.063,95.703,1672.496,477.195,1942.577,424.011,2549.791,408.624,2549.791,408.624,19.367,14.957,18.105,18.535,19.947,20.2,55.864,4.959,3.864,4.427,3.868,3.568,4.635,4.639,3320.614,1205.962,-84.017,126.551,-23.692,19.397,5.988,13.56,-3.626,16.949,-4.36,10.423,3.791,1.861,-2.696,48.958,28.363,21.255,18.925,13.019,9.577,8.406,8.311,7.889,9.092,7.877,8.351,8.576,0.301,0.303,0.38,0.35,0.443,0.349,0.55,0.535,0.507,0.606,0.399,0.442,0.21,0.233,0.271,0.23,0.282,0.188,0.294,0.277,0.262,0.318,0.229,0.283,7
9217_Video_game_music.wav,0.352,0.421,0.36,-0.851,0.061,0.051,0.409,0.1,135.999,2909.308,750.855,3068.092,214.151,3478.156,151.038,3478.156,151.038,22.759,13.378,17.644,19.484,21.166,16.706,30.769,4.857,4.357,4.617,5.601,4.752,2.588,1.891,6773.61,946.828,-53.248,40.634,28.71,43.004,11.695,20.656,10.025,21.518,11.999,13.74,5.462,12.074,5.556,43.035,19.78,12.558,11.102,8.194,6.093,8.06,8.788,7.388,6.087,6.998,8.041,7.549,0.462,0.42,0.412,0.384,0.391,0.418,0.521,0.605,0.727,0.726,0.601,0.538,0.3,0.282,0.307,0.253,0.207,0.217,0.218,0.267,0.312,0.304,0.241,0.272,5
